Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,173,0,434,516,563,490,1001,454,244,285,270,226,117,83,508,154,69,94
United Arab Emirates,0,0,0,0,0,5,11,0,0,0,0,0,36,19,38,3,15,55
India,0,0,0,0,0,0,0,59,0,21,27,8,35,23,207,24,40,22
Cameroon,144,0,301,360,288,367,0,248,155,103,84,97,30,0,0,11,7,11
France,14,0,57,109,210,93,93,14,3,0,0,0,0,0,116,117,6,7
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,20,0,0,112,2,0,77,160,0,17,0,49,0,0,0
Congo,0,0,0,0,0,0,15,0,0,0,0,0,0,0,96,0,0,0
Denmark,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,20,0,35,0,41,0,0,0,0
Israel,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
C̫te d'Ivoire,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Spain,9,0,75,28,65,25,0,123,78,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
HHI,0.676818736,0,0.3534131,0.463993048,0.156596583,0.548806153,0.197162826,0.365296983,0.424414711,0.121157385,0.235122051,0.190388848,0.041192638,0.079388904,0.128873772,0.558170972,0.266769472,0.290526824