Importers,Exported value in 2001,Exported value in 2002,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018
World,62,19,0,1,8,0,4,0,19,67,565,1103,152,233,37,303,140,239
China,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,76,72,148
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,40
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,17
Papua New Guinea,0,0,0,1,0,0,0,0,19,51,9,749,3,205,4,2,2,10
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,9
New Zealand,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,29,7
Nauru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
Australia,32,9,0,0,0,0,0,0,0,15,556,352,1,17,2,0,10,2
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,3,0
Kiribati,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0
New Caledonia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0
United States of America,0,9,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
Samoa,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.214808915,0.223837238,0,1,0.603553391,0,1,0,1,0.511593741,0.94605444,0.409234371,0.489158466,0.78891972,0.194093083,0.271904556,0.343297248,0.456876855